users,tweets,target
depressingmsgs, real men stay faith they dont have time to look for other women becaus they are too busi love the one they have,1
depressingmsgs, dont bother make space in your heart for someon who doesnt make an effort to stay,1
depressingmsgs, definit of stupid is know the truth see the truth but still believ the lie,1
depressingmsgs, i want someon who will stay with me no matter how hard i am to be with,2
depressingmsgs, when a girl tell you about her problem it doe not mean that she complain it mean she trust you,2
depressingmsgs, your the first person i want to talk to when i wake up and the last person i wish to see befor i fall asleep,2
depressingmsgs, sometim you forgiv peopl simpli becaus you still want them in your life,2
depressingmsgs, alcohol goe in truth come out,1
depressingmsgs, a broken heart is what chang peopl,3
depressingmsgs, sometim i stay up at night for hour think about you wish we could be togeth,2
depressingmsgs, i act like i dont care but insid i care more than you can ever think,2
depressingmsgs, six letter two word easi to say hard to explain harder to do move on,3
depressingmsgs, dont alway believ everyth you hear anyon can sell you a lie,2
depressingmsgs, dont stress over what couldv been chanc are if it shouldv been it wouldv been and would be,3
depressingmsgs, noth is more pain than realiz they meant everyth to you and you mean noth to them,1
depressingmsgs, dont feel sad over someon who gave up on you feel sorri for them becaus they gave up on someon who would have never given up on them,2
depressingmsgs, sometim i just feel like i wanna sleep and just forget about all my problem,2
depressingmsgs, no call i understand no text i understand but when you see me with someon els pleas understand,3
depressingmsgs, when a femal is use to get hurt she wont know how it feel when a man start to appreci her so she end up push him away,2
depressingmsgs, if someon realli care for you like they say they do they will go out their way to make sure that you stay relev in their life,2
depressingmsgs, the less you give a damn the happier you will be,3
depressingmsgs, appreci the littl thing becaus one day you may look back and realiz they were the big thing,1
depressingmsgs, no matter how you feel about them never step in and be the third parti in someon els relationship,2
depressingmsgs, you chang for two reason either you learn enough that you want to or youv been hurt enough that you have to,2
depressingmsgs, dont forc them to love you forc them to leav you and whoever insist to stay is the one who truli love you,3
depressingmsgs, dont end up lose yourself tri to hold onto someon who never care about lose you,2
depressingmsgs, stop expect thing from a person you know deep down in your heart that will never give it to you,1
depressingmsgs, i have thi amaz talent of push peopl away and one day im go to realis that it did no good for me,1
depressingmsgs, heaven gain an angel today wish it wa me,2
depressingmsgs, you can do anyth you want and it go to look nice caus you did it and your wonder and you have to believ that,1
depressingmsgs, strong peopl will stand up for themselv but stronger peopl will stand up for other,3
depressingmsgs, learn thing from those around you enjoy life with those besid you dont underestim those below you,2
depressingmsgs, no matter who we are and what we do we all deserv to be healthi and happi,1
depressingmsgs, im done tri if you want me in your life let me know,2
depressingmsgs, love is accept peopl for who they are no matter what,3
depressingmsgs, r i p to everyon who fuck me over play me tri me or lie to me becaus your are all dead to me,2
depressingmsgs, love is an electr blanket with somebodi els in control of the switch,3
depressingmsgs, girl they can be your best friend worst enemi a real sweetheart or a real bitch it all depend on how you treat them,2
depressingmsgs, im done mental im drain spiritu im dead physic i smile,2
depressingmsgs, ever had a text that broke your heart yeah me too,3
depressingmsgs, im not perfect but i will do my best for you,2
depressingmsgs, nobodi deserv to be treat like an option,2
depressingmsgs, what peopl say to your face isnt a problem the problem is what they say behind your back,2
depressingmsgs, hater are onli jealou of what youv achiev and what they havent,2
depressingmsgs, twitter doesnt suck you just follow the wrong peopl,2
depressingmsgs, if you like me tell me if you miss me show me if you love me prove it,1
depressingmsgs, when girl say whatev they are realli tri to say fuck you,2
depressingmsgs, oh so now im invis to you that cool ive alway want a superpow,1
depressingmsgs, dont ever mistak my silenc for ignor my calm for accept or my kind for weak,2
depressingmsgs, sometim it best to stay quiet the silenc can speak volum without ever say a word,2
depressingmsgs, i dont have a short temper i just have a quick reaction to bullshit,2
depressingmsgs, overthink ruin you ruin the situat twist thing around make you worri and just make everyth much wors than it,1
depressingmsgs, never let someon be the number one person in your life you should alway be number one,2
depressingmsgs, time is valuabl dont wast it on ppl who in the end arent worth it becaus youll never get it back,1
depressingmsgs, peopl are lone becaus they build wall instead of bridg,1
depressingmsgs, less friend less bullshit,2
depressingmsgs, she a keeper too bad you didnt keep her now she will be with a man that realli know how to treat her,2
depressingmsgs, unless im with you dont worri about what i do,1
depressingmsgs, there are over seven billion peopl in the world right now dont let a hand of neg one ruin your happi,3
depressingmsgs, we have three type of friend in life friend for a reason friend for a season and friend for a lifetim,2
depressingmsgs, a man who realli want someth will find a way a man who doesnt will find an excus,3
